_id,address.building,address.coord[0],address.coord[1],address.street,address.zipcode,borough,cuisine,grades[0].date.$date,grades[1].date.$date,grades[2].date.$date,grades[3].date.$date,grades[0].score,grades[1].score,grades[2].score,grades[3].score,comments[0].date.$date,comments[0].comment,comments[0]._id,name,restaurant_id
507f191e810c19729de860ea,8825,-73.8803827,40.7643124,Astoria Boulevard,11369,Queens,American,,,,,4,2,5,5,,I will definitely be back!,507f1f77bcf86cd799439011,Brunos On The Boulevard,40356151
